Município,rate,id,codigo_uf
Caturama,27.4,2900755,29
Central,20.0,2900760,29
Chorrochó,27.5,2900770,29
Cícero Dantas,30.5,2900780,29
Cipó,22.8,2900790,29
Coaraci,22.4,2900800,29
Cocos,24.4,2900810,29
Conceição da Feira,16.0,2900820,29
Conceição do Almeida,21.6,2900830,29
Conceição do Coité,19.2,2900840,29
Conceição do Jacuípe,12.7,2900850,29
Conde,23.4,2900860,29
Condeúba,27.0,2900870,29
Contendas do Sincorá,25.9,2900880,29
Coração de Maria,20.8,2900890,29
Cordeiros,24.5,2900900,29
Coribe,30.7,2900910,29
Coronel João Sá,39.6,2900920,29
Correntina,23.1,2900930,29
Cotegipe,28.1,2900940,29
Cravolândia,27.0,2900950,29
Crisópolis,32.3,2900960,29
Cristópolis,30.6,2900970,29
Cruz das Almas,10.5,2900980,29
Curaçá,26.9,2900990,29
Dário Meira,32.5,2901000,29
Dias d'Ávila,8.3,2901005,29
Dom Basílio,22.3,2901010,29
Dom Macedo Costa,19.3,2901020,29
Elísio Medrado,23.9,2901030,29
Encruzilhada,30.3,2901040,29
Entre Rios,16.9,2901050,29
Érico Cardoso,29.5,2900050,29
Esplanada,21.2,2901060,29
Euclides da Cunha,26.5,2901070,29
Eunápolis,14.6,2901072,29
Fátima,36.0,2901075,29
Feira da Mata,21.9,2901077,29
Feira de Santana,8.7,2901080,29
Filadélfia,22.5,2901085,29
Firmino Alves,25.4,2901090,29
Floresta Azul,30.9,2901100,29
Formosa do Rio Preto,21.0,2901110,29
Gandu,22.8,2901120,29
Gavião,23.9,2901125,29
Gentio do Ouro,21.5,2901130,29
Glória,27.7,2901140,29
Gongogi,28.0,2901150,29
Governador Mangabeira,16.6,2901160,29
Guajeru,30.4,2901165,29
Guanambi,14.6,2901170,29
Guaratinga,36.0,2901180,29
Heliópolis,30.6,2901185,29
Iaçu,24.8,2901190,29
Ibiassucê,19.9,2901200,29
Ibicaraí,21.1,2901210,29
Ibicoara,16.1,2901220,29
Ibicuí,24.9,2901230,29
Ibipeba,17.0,2901240,29
Ibipitanga,27.6,2901250,29
Ibiquera,29.5,2901260,29
Ibirapitanga,34.4,2901270,29
Ibirapuã,23.0,2901280,29
Ibirataia,30.0,2901290,29
Ibitiara,23.6,2901300,29
Ibititá,23.0,2901310,29
Ibotirama,15.9,2901320,29
Ichu,15.5,2901330,29
Igaporã,18.4,2901340,29
Igrapiúna,26.0,2901345,29
Iguaí,30.9,2901350,29
Ilhéus,12.3,2901360,29
Inhambupe,23.3,2901370,29
Ipecaetá,27.3,2901380,29
Ipiaú,20.4,2901390,29
Ipirá,27.7,2901400,29
Ipupiara,15.5,2901410,29
Irajuba,26.6,2901420,29
Iramaia,23.0,2901430,29
Iraquara,17.0,2901440,29
Irará,22.5,2901450,29
Irecê,12.6,2901460,29
Itabela,24.5,2901465,29
Itaberaba,17.2,2901470,29
Itabuna,10.1,2901480,29
Itacaré,23.9,2901490,29
Itaeté,25.9,2901500,29
Itagi,29.3,2901510,29
Itagibá,26.5,2901520,29
Itagimirim,26.9,2901530,29
Itaguaçu da Bahia,28.5,2901535,29
Itaju do Colônia,26.5,2901540,29
Itajuípe,20.9,2901550,29
Itamaraju,22.6,2901560,29
Itamari,25.5,2901570,29
Itambé,26.2,2901580,29
Itanagra,25.8,2901590,29
Itanhém,23.8,2901600,29
Itaparica,7.4,2901610,29
Itapé,21.5,2901620,29
Itapebi,30.7,2901630,29
Itapetinga,14.6,2901640,29
Itapicuru,39.1,2901650,29
Itapitanga,25.6,2901660,29
Itaquara,33.6,2901670,29
Itarantim,23.3,2901680,29
Itatim,23.0,2901685,29
Itiruçu,24.1,2901690,29
Itiúba,25.7,2901700,29
Itororó,25.2,2901710,29
Ituaçu,26.4,2901720,29
Ituberá,17.8,2901730,29
Iuiú,24.9,2901733,29
Jaborandi,25.4,2901735,29
Jacaraci,23.8,2901740,29
Jacobina,16.6,2901750,29
Jaguaquara,27.3,2901760,29
Jaguarari,16.4,2901770,29
Jaguaripe,27.9,2901780,29
Jandaíra,26.5,2901790,29
Jequié,15.1,2901800,29
Jeremoabo,32.2,2901810,29
Jiquiriçá,22.9,2901820,29
Jitaúna,29.4,2901830,29
João Dourado,20.0,2901835,29
Juazeiro,12.8,2901840,29
Jucuruçu,32.8,2901845,29
Jussara,25.0,2901850,29
Jussari,28.8,2901855,29
Jussiape,21.9,2901860,29
Lafaiete Coutinho,28.1,2901870,29
Lagoa Real,26.3,2901875,29
Laje,25.1,2901880,29
Lajedão,24.2,2901890,29
Lajedinho,26.9,2901900,29
Lajedo do Tabocal,28.3,2901905,29
Lamarão,32.7,2901910,29
Lapão,18.8,2901915,29
Lauro de Freitas,4.5,2901920,29
Lençóis,19.6,2901930,29
Licínio de Almeida,22.4,2901940,29
Livramento de Nossa Senhora,21.7,2901950,29
Luís Eduardo Magalhães,7.3,2901955,29
Macajuba,27.2,2901960,29
Macarani,28.8,2901970,29
Macaúbas,27.7,2901980,29
Macururé,25.6,2901990,29
Madre de Deus,4.9,2901992,29
Maetinga,32.6,2901995,29
Maiquinique,27.3,2902000,29
Mairi,24.3,2902010,29
Malhada,25.3,2902020,29
Malhada de Pedras,25.4,2902030,29
Manoel Vitorino,27.0,2902040,29
Mansidão,15.6,2902045,29
Maracás,23.8,2902050,29
Maragogipe,21.8,2902060,29
Maraú,28.0,2902070,29
Marcionílio Souza,30.9,2902080,29
Mascote,29.2,2902090,29
Mata de São João,11.4,2902100,29
Matina,31.3,2902105,29
Medeiros Neto,23.8,2902110,29
Miguel Calmon,20.6,2902120,29
Milagres,21.4,2902130,29
Mirangaba,25.4,2902140,29
Mirante,29.3,2902145,29
Monte Santo,34.6,2902150,29
Morpará,27.9,2902160,29
Morro do Chapéu,22.6,2902170,29
Mortugaba,26.3,2902180,29
Mucugê,19.4,2902190,29
Mucuri,17.4,2902200,29
Mulungu do Morro,21.0,2902205,29
Mundo Novo,21.2,2902210,29
Muniz Ferreira,20.2,2902220,29
Muquém de São Francisco,25.0,2902225,29
Muritiba,17.2,2902230,29
Mutuípe,23.8,2902240,29
Nazaré,19.1,2902250,29
Nilo Peçanha,27.1,2902260,29
Nordestina,29.7,2902265,29
Nova Canaã,31.3,2902270,29
Nova Fátima,22.5,2902273,29
Nova Ibiá,28.5,2902275,29
Nova Itarana,29.5,2902280,29
Nova Redenção,27.3,2902285,29
Nova Soure,30.8,2902290,29
Nova Viçosa,19.1,2902300,29
Novo Horizonte,20.6,2902303,29
Novo Triunfo,24.1,2902305,29
Olindina,27.3,2902310,29
Oliveira dos Brejinhos,20.2,2902320,29
Ouriçangas,25.4,2902330,29
Ourolândia,26.7,2902335,29
Palmas de Monte Alto,26.1,2902340,29
Palmeiras,16.8,2902350,29
Paramirim,18.4,2902360,29
Paratinga,23.1,2902370,29
Paripiranga,25.4,2902380,29
Pau Brasil,26.6,2902390,29
Paulo Afonso,15.8,2902400,29
Pé de Serra,23.8,2902405,29
Pedrão,21.8,2902410,29
Pedro Alexandre,43.3,2902420,29
Piatã,25.1,2902430,29
Pilão Arcado,27.5,2902440,29
Pindaí,23.2,2902450,29
Pindobaçu,22.9,2902460,29
Pintadas,25.1,2902465,29
Piraí do Norte,25.0,2902467,29
Piripá,26.5,2902470,29
Piritiba,19.9,2902480,29
Planaltino,30.1,2902490,29
Planalto,29.4,2902500,29
Poções,26.2,2902510,29
Pojuca,8.9,2902520,29
Ponto Novo,24.6,2902525,29
Porto Seguro,11.8,2902530,29
Potiraguá,22.1,2902540,29
Prado,19.9,2902550,29
Presidente Dutra,16.1,2902560,29
Presidente Jânio Quadros,33.9,2902570,29
Presidente Tancredo Neves,27.8,2902575,29
Queimadas,21.9,2902580,29
Quijingue,33.6,2902590,29
Quixabeira,30.2,2902593,29
Rafael Jambeiro,30.0,2902595,29
Remanso,27.5,2902600,29
Retirolândia,19.4,2902610,29
Riachão das Neves,30.2,2902620,29
Riachão do Jacuípe,17.0,2902630,29
Riacho de Santana,24.8,2902640,29
Ribeira do Amparo,36.2,2902650,29
Ribeira do Pombal,25.9,2902660,29
Ribeirão do Largo,33.0,2902665,29
Rio de Contas,21.6,2902670,29
Rio do Antônio,28.1,2902680,29
Rio do Pires,27.3,2902690,29
Rio Real,26.2,2902700,29
Rodelas,22.0,2902710,29
Ruy Barbosa,21.9,2902720,29
Salinas da Margarida,12.0,2902730,29
Salvador,3.9,2902740,29
Santa Bárbara,21.7,2902750,29
Santa Brígida,33.7,2902760,29
Santa Cruz Cabrália,14.9,2902770,29
Santa Cruz da Vitória,26.9,2902780,29
Santa Inês,27.2,2902790,29
Santa Luzia,28.9,2902805,29
Santa Maria da Vitória,22.8,2902810,29
Santa Rita de Cássia,20.8,2902840,29
Santa Teresinha,27.6,2902850,29
Santaluz,23.5,2902800,29
Santana,25.6,2902820,29
Santanópolis,21.6,2902830,29
Santo Amaro,12.6,2902860,29
Santo Antônio de Jesus,12.1,2902870,29
Santo Estêvão,21.9,2902880,29
São Desidério,25.5,2902890,29
São Domingos,21.5,2902895,29
São Felipe,22.8,2902910,29
São Félix,14.4,2902900,29
São Félix do Coribe,17.7,2902905,29
São Francisco do Conde,9.7,2902920,29
São Gabriel,19.3,2902925,29
São Gonçalo dos Campos,14.4,2902930,29
São José da Vitória,26.1,2902935,29
São José do Jacuípe,29.1,2902937,29
São Miguel das Matas,25.0,2902940,29
São Sebastião do Passé,13.9,2902950,29
Sapeaçu,15.8,2902960,29
Sátiro Dias,27.7,2902970,29
Saubara,13.9,2902975,29
Saúde,22.4,2902980,29
Seabra,14.4,2902990,29
Sebastião Laranjeiras,24.7,2903000,29
Senhor do Bonfim,15.7,2903010,29
Sento Sé,24.7,2903020,29
Serra do Ramalho,24.6,2903015,29
Serra Dourada,24.1,2903030,29
Serra Preta,25.6,2903040,29
Serrinha,16.5,2903050,29
Serrolândia,21.6,2903060,29
Simões Filho,7.9,2903070,29
Sítio do Mato,23.2,2903075,29
Sítio do Quinto,35.6,2903076,29
Sobradinho,20.1,2903077,29
Souto Soares,20.3,2903080,29
Tabocas do Brejo Velho,28.5,2903090,29
Tanhaçu,24.9,2903100,29
Tanque Novo,26.2,2903105,29
Tanquinho,19.3,2903110,29
Taperoá,26.5,2903120,29
Tapiramutá,23.1,2903130,29
Teixeira de Freitas,14.0,2903135,29
Teodoro Sampaio,23.1,2903140,29
Teofilândia,22.5,2903150,29
Teolândia,30.5,2903160,29
Terra Nova,13.4,2903170,29
Tremedal,29.2,2903180,29
Tucano,29.1,2903190,29
Uauá,22.6,2903200,29
Ubaíra,29.6,2903210,29
Ubaitaba,19.7,2903220,29
Ubatã,28.0,2903230,29
Uibaí,14.5,2903240,29
Umburanas,25.2,2903245,29
Una,22.4,2903250,29
Urandi,21.4,2903260,29
Uruçuca,21.2,2903270,29
Utinga,22.3,2903280,29
Valença,18.3,2903290,29
Valente,17.1,2903300,29
Várzea da Roça,28.6,2903305,29
Várzea do Poço,23.0,2903310,29
Várzea Nova,24.1,2903315,29
Varzedo,23.7,2903317,29
Vera Cruz,11.3,2903320,29
Vereda,30.3,2903325,29
Vitória da Conquista,12.9,2903330,29
Wagner,22.8,2903340,29
Wanderley,23.7,2903345,29
Wenceslau Guimarães,27.1,2903350,29
Xique-Xique,22.3,2903360,29
Abadia dos Dourados,7.9,3100010,31
Abaeté,8.0,3100020,31
Abre Campo,12.0,3100030,31
Acaiaca,14.3,3100040,31
Açucena,21.2,3100050,31
Água Boa,25.3,3100060,31
Água Comprida,7.9,3100070,31
Aguanil,12.9,3100080,31
Águas Formosas,23.8,3100090,31
Águas Vermelhas,28.5,3100100,31
Aimorés,13.6,3100110,31
Aiuruoca,13.0,3100120,31
Alagoa,14.0,3100130,31
Albertina,11.0,3100140,31
Além Paraíba,5.0,3100150,31
Alfenas,5.7,3100160,31
Alfredo Vasconcelos,9.8,3100163,31
Almenara,23.8,3100170,31
Alpercata,15.1,3100180,31
Alpinópolis,6.6,3100190,31
Alterosa,9.6,3100200,31
Alto Caparaó,11.4,3100205,31
Alto Jequitibá,10.1,3105350,31
Alto Rio Doce,12.2,3100210,31
Alvarenga,19.1,3100220,31
Alvinópolis,11.7,3100230,31
Alvorada de Minas,20.3,3100240,31
Amparo do Serra,15.0,3100250,31
Andradas,8.3,3100260,31
Andrelândia,9.6,3100280,31
Angelândia,26.2,3100285,31
Antônio Carlos,12.2,3100290,31
Antônio Dias,14.6,3100300,31
Antônio Prado de Minas,11.6,3100310,31
Araçaí,9.4,3100320,31
Aracitaba,13.1,3100330,31
Araçuaí,15.5,3100340,31
Araguari,4.9,3100350,31
Arantina,7.3,3100360,31
Araponga,22.8,3100370,31
Araporã,8.4,3100375,31
Arapuá,6.2,3100380,31
Araújos,7.0,3100390,31
Araxá,4.2,3100400,31
Arceburgo,10.1,3100410,31
Arcos,5.1,3100420,31
Areado,6.9,3100430,31
Argirita,10.3,3100440,31
Aricanduva,21.7,3100445,31
Arinos,13.9,3100450,31
Astolfo Dutra,7.3,3100460,31
Ataléia,24.9,3100470,31
Augusto de Lima,14.7,3100480,31
Baependi,9.1,3100490,31
Baldim,9.5,3100500,31
Bambuí,6.6,3100510,31
Bandeira,29.3,3100520,31
Bandeira do Sul,8.3,3100530,31
Barão de Cocais,3.6,3100540,31
Barão de Monte Alto,16.8,3100550,31
Barbacena,5.0,3100560,31
Barra Longa,15.5,3100570,31
Barroso,5.5,3100590,31
Bela Vista de Minas,8.5,3100600,31
Belmiro Braga,13.7,3100610,31
Belo Horizonte,2.8,3100620,31
Belo Oriente,10.7,3100630,31
Belo Vale,8.4,3100640,31
Berilo,20.5,3100650,31
Berizal,25.3,3100665,31
Bertópolis,29.5,3100660,31
Betim,4.8,3100670,31
Bias Fortes,16.2,3100680,31
Bicas,6.7,3100690,31
Biquinhas,11.4,3100700,31
Boa Esperança,7.0,3100710,31
Bocaina de Minas,18.5,3100720,31
Bocaiúva,12.0,3100730,31
Bom Despacho,6.2,3100740,31
Bom Jardim de Minas,11.3,3100750,31
Bom Jesus da Penha,8.6,3100760,31
Bom Jesus do Amparo,9.1,3100770,31
Bom Jesus do Galho,18.5,3100780,31
Bom Repouso,11.0,3100790,31
Bom Sucesso,11.8,3100800,31
Bonfim,13.3,3100810,31
Bonfinópolis de Minas,11.2,3100820,31
Bonito de Minas,27.4,3100825,31
Borda da Mata,7.5,3100830,31
Botelhos,8.2,3100840,31
Botumirim,15.8,3100850,31
Brás Pires,14.4,3100870,31
Brasilândia de Minas,9.6,3100855,31
Brasília de Minas,14.7,3100860,31
Braúnas,17.3,3100880,31
Brazópolis,9.3,3100890,31
Brumadinho,5.8,3100900,31
Bueno Brandão,10.5,3100910,31
Buenópolis,15.6,3100920,31
Bugre,19.1,3100925,31
Buritis,14.2,3100930,31
Buritizeiro,12.7,3100940,31
Cabeceira Grande,13.5,3100945,31
Cabo Verde,9.6,3100950,31
Cachoeira da Prata,3.7,3100960,31
Cachoeira de Minas,7.3,3100970,31
Cachoeira de Pajeú,28.3,3100270,31
Cachoeira Dourada,12.6,3100980,31
Caetanópolis,5.6,3100990,31
Caeté,5.0,3101000,31
Caiana,12.6,3101010,31
Cajuri,11.4,3101020,31
Caldas,7.8,3101030,31
Camacho,12.0,3101040,31
Camanducaia,12.2,3101050,31
Cambuí,7.2,3101060,31
Cambuquira,8.5,3101070,31
Campanário,17.8,3101080,31
Campanha,7.2,3101090,31
Campestre,8.8,3101100,31
Campina Verde,8.3,3101110,31
Campo Azul,20.6,3101115,31
Campo Belo,8.4,3101120,31
Campo do Meio,8.2,3101130,31
Campo Florido,8.5,3101140,31
Campos Altos,9.8,3101150,31
Campos Gerais,11.3,3101160,31
Cana Verde,12.2,3101190,31
Canaã,15.0,3101170,31
Canápolis,14.2,3101180,31
Candeias,12.7,3101200,31
Cantagalo,12.3,3101205,31
Caparaó,12.4,3101210,31
Capela Nova,9.9,3101220,31
Capelinha,18.0,3101230,31
Capetinga,13.2,3101240,31
Capim Branco,6.2,3101250,31
Capinópolis,12.2,3101260,31
Capitão Andrade,16.0,3101265,31
Capitão Enéas,16.7,3101270,31
Capitólio,6.3,3101280,31
Caputira,13.8,3101290,31
Caraí,26.6,3101300,31
Caranaíba,8.8,3101310,31
Carandaí,7.4,3101320,31
Carangola,9.3,3101330,31
Caratinga,9.8,3101340,31
Carbonita,18.1,3101350,31
Careaçu,12.5,3101360,31
Carlos Chagas,22.4,3101370,31
Carmésia,16.0,3101380,31
Carmo da Cachoeira,10.6,3101390,31
Carmo da Mata,7.6,3101400,31
Carmo de Minas,10.6,3101410,31
Carmo do Cajuru,6.8,3101420,31
Carmo do Paranaíba,8.1,3101430,31
Carmo do Rio Claro,7.8,3101440,31
Carmópolis de Minas,4.6,3101450,31
Carneirinho,11.5,3101455,31
Carrancas,7.3,3101460,31
Carvalhópolis,7.5,3101470,31
Carvalhos,14.5,3101480,31
Casa Grande,5.2,3101490,31
Cascalho Rico,5.9,3101500,31
Cássia,9.9,3101510,31
Cataguases,5.5,3101530,31
Catas Altas,7.4,3101535,31
Catas Altas da Noruega,14.9,3101540,31
Catuji,25.2,3101545,31
Catuti,26.3,3101547,31
Caxambu,5.6,3101550,31
Cedro do Abaeté,15.0,3101560,31
Central de Minas,20.6,3101570,31
Centralina,12.5,3101580,31
Chácara,13.0,3101590,31
Chalé,16.3,3101600,31
Chapada do Norte,24.9,3101610,31
Chapada Gaúcha,16.8,3101615,31
Chiador,12.9,3101620,31
Cipotânea,13.4,3101630,31
Claraval,7.2,3101640,31
Claro dos Poções,17.2,3101650,31
Cláudio,4.8,3101660,31
Coimbra,9.7,3101670,31
Coluna,18.5,3101680,31
Comendador Gomes,7.5,3101690,31
Comercinho,24.3,3101700,31
Conceição da Aparecida,9.0,3101710,31
Conceição da Barra de Minas,7.4,3101520,31
Conceição das Alagoas,8.3,3101730,31
Conceição das Pedras,8.6,3101720,31
Conceição de Ipanema,14.5,3101740,31
Conceição do Mato Dentro,19.5,3101750,31
Conceição do Pará,8.1,3101760,31
Conceição do Rio Verde,12.3,3101770,31
Conceição dos Ouros,7.5,3101780,31
Cônego Marinho,20.3,3101783,31
Confins,5.1,3101787,31
Congonhal,9.2,3101790,31
Congonhas,4.4,3101800,31
Congonhas do Norte,28.0,3101810,31
Conquista,8.4,3101820,31
Conselheiro Lafaiete,3.1,3101830,31
Conselheiro Pena,15.2,3101840,31
Consolação,13.0,3101850,31
Contagem,3.4,3101860,31
Coqueiral,7.2,3101870,31
Coração de Jesus,17.4,3101880,31
Cordisburgo,9.9,3101890,31
Cordislândia,13.8,3101900,31
Corinto,10.3,3101910,31
Coroaci,15.9,3101920,31
Coromandel,7.7,3101930,31
Coronel Fabriciano,6.2,3101940,31
Coronel Murta,19.6,3101950,31
Coronel Pacheco,10.4,3101960,31
Coronel Xavier Chaves,6.1,3101970,31
Córrego Danta,9.0,3101980,31
Córrego do Bom Jesus,12.5,3101990,31
Córrego Fundo,7.4,3101995,31
Córrego Novo,19.3,3102000,31
Couto de Magalhães de Minas,10.2,3102010,31
Crisólita,36.3,3102015,31
Cristais,7.9,3102020,31
Cristália,19.4,3102030,31
Cristiano Otoni,6.2,3102040,31
Cristina,9.5,3102050,31
Crucilândia,10.7,3102060,31
Cruzeiro da Fortaleza,9.4,3102070,31
Cruzília,9.3,3102080,31
Cuparaque,20.3,3102083,31
Curral de Dentro,24.4,3102087,31
Curvelo,8.1,3102090,31
Datas,10.8,3102100,31
Delfim Moreira,8.4,3102110,31
Delfinópolis,9.6,3102120,31
Delta,13.1,3102125,31
Descoberto,6.9,3102130,31
Desterro de Entre Rios,14.2,3102140,31
Desterro do Melo,14.7,3102150,31
Diamantina,9.5,3102160,31
Diogo de Vasconcelos,17.1,3102170,31
Dionísio,9.3,3102180,31
Divinésia,8.7,3102190,31
Divino,13.4,3102200,31
Divino das Laranjeiras,18.1,3102210,31
Divinolândia de Minas,12.7,3102220,31
Divinópolis,3.7,3102230,31
Divisa Alegre,22.5,3102235,31
Divisa Nova,11.7,3102240,31
Divisópolis,23.9,3102245,31
Dom Bosco,13.2,3102247,31
Dom Cavati,12.3,3102250,31
Dom Joaquim,18.2,3102260,31
Dom Silvério,9.8,3102270,31
Dom Viçoso,10.1,3102280,31
Dona Eusébia,8.7,3102290,31
Dores de Campos,7.1,3102300,31
Dores de Guanhães,20.3,3102310,31
Dores do Indaiá,11.0,3102320,31
Dores do Turvo,16.6,3102330,31
Doresópolis,6.1,3102340,31
Douradoquara,6.2,3102350,31
Durandé,18.4,3102352,31
Elói Mendes,9.8,3102360,31
Engenheiro Caldas,18.8,3102370,31
Engenheiro Navarro,17.5,3102380,31
Entre Folhas,12.6,3102385,31
Entre Rios de Minas,7.4,3102390,31
Ervália,14.3,3102400,31
Esmeraldas,8.2,3102410,31
Espera Feliz,14.3,3102420,31
Espinosa,22.5,3102430,31
Espírito Santo do Dourado,11.3,3102440,31
Estiva,8.2,3102450,31
Estrela Dalva,16.6,3102460,31
Estrela do Indaiá,14.6,3102470,31
Estrela do Sul,10.5,3102480,31
Eugenópolis,10.5,3102490,31
Ewbank da Câmara,11.0,3102500,31
Extrema,7.4,3102510,31
Fama,9.6,3102520,31
Faria Lemos,13.4,3102530,31
Felício dos Santos,16.4,3102540,31
Felisburgo,27.3,3102560,31
Felixlândia,10.1,3102570,31
Fernandes Tourinho,22.0,3102580,31
Ferros,20.5,3102590,31
Fervedouro,15.0,3102595,31
Florestal,5.7,3102600,31
Formiga,6.6,3102610,31
Formoso,18.6,3102620,31
Fortaleza de Minas,11.0,3102630,31
Fortuna de Minas,7.4,3102640,31
Francisco Badaró,22.2,3102650,31
Francisco Dumont,18.1,3102660,31
Francisco Sá,21.5,3102670,31
Franciscópolis,30.0,3102675,31
Frei Gaspar,27.3,3102680,31
Frei Inocêncio,17.0,3102690,31
Frei Lagonegro,22.8,3102695,31
Fronteira,11.3,3102700,31
Fronteira dos Vales,29.7,3102705,31
Fruta de Leite,34.0,3102707,31
Frutal,6.6,3102710,31
Funilândia,11.6,3102720,31
Galiléia,20.2,3102730,31
Gameleiras,25.1,3102733,31
Glaucilândia,13.4,3102735,31
Goiabeira,21.1,3102737,31
Goianá,9.5,3102738,31
Gonçalves,13.3,3102740,31
Gonzaga,18.3,3102750,31
Gouveia,7.6,3102760,31
Governador Valadares,7.2,3102770,31
Grão Mogol,18.7,3102780,31
Grupiara,8.6,3102790,31
Guanhães,11.6,3102800,31
Guapé,9.8,3102810,31
Guaraciaba,18.8,3102820,31
Guaraciama,15.3,3102825,31
Guaranésia,11.1,3102830,31
Guarani,11.4,3102840,31
Guarará,9.3,3102850,31
Guarda-Mor,8.7,3102860,31
Guaxupé,6.1,3102870,31
Guidoval,11.0,3102880,31
Guimarânia,7.5,3102890,31
Guiricema,13.9,3102900,31
Gurinhatã,14.3,3102910,31
Heliodora,11.5,3102920,31
Iapu,17.7,3102930,31
Ibertioga,15.5,3102940,31
Ibiá,5.3,3102950,31
Ibiaí,19.4,3102960,31
Ibiracatu,23.9,3102965,31
Ibiraci,9.0,3102970,31
Ibirité,6.0,3102980,31
Ibitiúra de Minas,11.4,3102990,31
Ibituruna,10.3,3103000,31
Icaraí de Minas,14.8,3103005,31
Igarapé,7.5,3103010,31
Igaratinga,7.8,3103020,31
Iguatama,5.5,3103030,31
Ijaci,6.7,3103040,31
Ilicínea,8.1,3103050,31
Imbé de Minas,16.2,3103055,31
Inconfidentes,9.1,3103060,31
Indaiabira,31.4,3103065,31
Indianópolis,10.9,3103070,31
Ingaí,6.3,3103080,31
Inhapim,14.8,3103090,31
Inhaúma,8.2,3103100,31
Inimutaba,12.7,3103110,31
Ipaba,11.0,3103115,31
Ipanema,14.1,3103120,31
Ipatinga,4.7,3103130,31
Ipiaçu,16.1,3103140,31
Ipuiúna,11.9,3103150,31
Iraí de Minas,8.3,3103160,31
Itabira,6.0,3103170,31
Itabirinha,20.0,3103180,31
Itabirito,3.7,3103190,31
Itacambira,13.5,3103200,31
Itacarambi,17.5,3103210,31
Itaguara,7.8,3103220,31
Itaipé,23.0,3103230,31
Itajubá,4.0,3103240,31
Itamarandiba,17.3,3103250,31
Itamarati de Minas,7.9,3103260,31
Itambacuri,21.5,3103270,31
Itambé do Mato Dentro,19.5,3103280,31
Itamogi,10.8,3103290,31
Itamonte,5.9,3103300,31
Itanhandu,4.6,3103310,31
Itanhomi,17.5,3103320,31
Itaobim,20.2,3103330,31
Itapagipe,6.9,3103340,31
Itapecerica,10.5,3103350,31
Itapeva,9.6,3103360,31
Itatiaiuçu,8.9,3103370,31
Itaú de Minas,4.4,3103375,31
Itaúna,3.8,3103380,31
Itaverava,14.4,3103390,31
Itinga,21.1,3103400,31
Itueta,17.0,3103410,31
Ituiutaba,8.3,3103420,31
Itumirim,4.3,3103430,31
Iturama,8.4,3103440,31
Itutinga,6.0,3103450,31
Jaboticatubas,10.5,3103460,31
Jacinto,28.1,3103470,31
Jacuí,10.7,3103480,31
Jacutinga,6.7,3103490,31
Jaguaraçu,9.2,3103500,31
Jaíba,16.6,3103505,31
Jampruca,22.5,3103507,31
Janaúba,13.7,3103510,31
Januária,17.5,3103520,31
Japaraíba,6.8,3103530,31
Japonvar,21.1,3103535,31
Jeceaba,6.9,3103540,31
Jenipapo de Minas,22.8,3103545,31
Jequeri,17.0,3103550,31
Jequitaí,17.6,3103560,31
Jequitibá,8.9,3103570,31
Jequitinhonha,25.3,3103580,31
Jesuânia,9.3,3103590,31
Joaíma,28.7,3103600,31
Joanésia,19.2,3103610,31
João Monlevade,3.9,3103620,31
João Pinheiro,9.1,3103630,31
Joaquim Felício,16.6,3103640,31
Jordânia,22.3,3103650,31
José Gonçalves de Minas,18.7,3103652,31
José Raydan,22.3,3103655,31
Josenópolis,29.2,3103657,31
Juatuba,7.3,3103665,31
Juiz de Fora,3.3,3103670,31
Juramento,14.7,3103680,31
Juruaia,6.1,3103690,31
Juvenília,22.5,3103695,31
Ladainha,28.9,3103700,31
Lagamar,11.4,3103710,31
Lagoa da Prata,7.1,3103720,31
Lagoa dos Patos,15.1,3103730,31
Lagoa Dourada,6.5,3103740,31
Lagoa Formosa,9.9,3103750,31
Lagoa Grande,12.6,3103753,31
Lagoa Santa,4.6,3103760,31
Lajinha,17.0,3103770,31
Lambari,6.5,3103780,31
Lamim,13.8,3103790,31
Laranjal,10.1,3103800,31
Lassance,13.7,3103810,31
Lavras,3.9,3103820,31
Leandro Ferreira,10.8,3103830,31
Leme do Prado,17.3,3103835,31
Leopoldina,7.4,3103840,31
Liberdade,13.3,3103850,31
Lima Duarte,9.9,3103860,31
Limeira do Oeste,11.2,3103862,31
Lontra,23.2,3103865,31
Luisburgo,14.8,3103867,31
Luislândia,18.7,3103868,31
Luminárias,10.3,3103870,31
Luz,8.5,3103880,31
Machacalis,23.2,3103890,31
Machado,7.6,3103900,31
Madre de Deus de Minas,8.1,3103910,31
Malacacheta,24.9,3103920,31
Mamonas,28.1,3103925,31
Manga,24.4,3103930,31
Manhuaçu,8.2,3103940,31
Manhumirim,12.3,3103950,31
Mantena,14.8,3103960,31
Mar de Espanha,8.6,3103980,31
Maravilhas,8.4,3103970,31
Maria da Fé,6.7,3103990,31
Mariana,6.5,3104000,31
Marilac,20.2,3104010,31
Mário Campos,8.3,3104015,31
Maripá de Minas,12.4,3104020,31
Marliéria,11.9,3104030,31
Marmelópolis,9.5,3104040,31
Martinho Campos,9.1,3104050,31
Martins Soares,15.5,3104053,31
Mata Verde,31.5,3104055,31
Materlândia,23.1,3104060,31
Mateus Leme,7.5,3104070,31
Mathias Lobato,17.8,3107150,31
Matias Barbosa,5.3,3104080,31
Matias Cardoso,22.1,3104085,31
Matipó,14.3,3104090,31
Mato Verde,20.6,3104100,31
Matozinhos,5.1,3104110,31
