Município,rate,id,codigo_uf
Indaiatuba,3.1,3502050,35
Indiana,6.9,3502060,35
Indiaporã,11.5,3502070,35
Inúbia Paulista,8.7,3502080,35
Ipaussu,7.6,3502090,35
Iperó,5.1,3502100,35
Ipeúna,6.0,3502110,35
Ipiguá,6.7,3502115,35
Iporanga,12.3,3502120,35
Ipuã,6.9,3502130,35
Iracemápolis,3.4,3502140,35
Irapuã,10.0,3502150,35
Irapuru,9.6,3502160,35
Itaberá,8.5,3502170,35
Itaí,8.7,3502180,35
Itajobi,7.8,3502190,35
Itaju,7.3,3502200,35
Itanhaém,5.5,3502210,35
Itaóca,17.9,3502215,35
Itapecerica da Serra,5.5,3502220,35
Itapetininga,4.4,3502230,35
Itapeva,5.7,3502240,35
Itapevi,5.8,3502250,35
Itapira,5.5,3502260,35
Itapirapuã Paulista,12.7,3502265,35
Itápolis,6.7,3502270,35
Itaporanga,11.5,3502280,35
Itapuí,6.4,3502290,35
Itapura,11.8,3502300,35
Itaquaquecetuba,5.4,3502310,35
Itararé,6.9,3502320,35
Itariri,9.3,3502330,35
Itatiba,3.5,3502340,35
Itatinga,7.2,3502350,35
Itirapina,6.4,3502360,35
Itirapuã,8.5,3502370,35
Itobi,8.1,3502380,35
Itu,4.5,3502390,35
Itupeva,4.6,3502400,35
Ituverava,6.4,3502410,35
Jaborandi,7.1,3502420,35
Jaboticabal,5.1,3502430,35
Jacareí,3.4,3502440,35
Jaci,6.3,3502450,35
Jacupiranga,8.7,3502460,35
Jaguariúna,4.3,3502470,35
Jales,6.1,3502480,35
Jambeiro,6.5,3502490,35
Jandira,4.1,3502500,35
Jardinópolis,5.7,3502510,35
Jarinu,5.4,3502520,35
Jaú,4.3,3502530,35
Jeriquara,9.6,3502540,35
Joanópolis,7.2,3502550,35
João Ramalho,9.6,3502560,35
José Bonifácio,5.2,3502570,35
Júlio Mesquita,11.7,3502580,35
Jumirim,6.8,3502585,35
Jundiaí,2.9,3502590,35
Junqueirópolis,8.8,3502600,35
Juquiá,11.0,3502610,35
Juquitiba,10.0,3502620,35
Lagoinha,10.1,3502630,35
Laranjal Paulista,5.0,3502640,35
Lavínia,9.1,3502650,35
Lavrinhas,6.5,3502660,35
Leme,6.6,3502670,35
Lençóis Paulista,5.0,3502680,35
Limeira,4.0,3502690,35
Lindóia,6.2,3502700,35
Lins,4.2,3502710,35
Lorena,3.7,3502720,35
Lourdes,10.3,3502725,35
Louveira,4.3,3502730,35
Lucélia,6.6,3502740,35
Lucianópolis,6.8,3502750,35
Luís Antônio,6.6,3502760,35
Luiziânia,10.8,3502770,35
Lupércio,9.8,3502780,35
Lutécia,10.2,3502790,35
Macatuba,8.5,3502800,35
Macaubal,7.9,3502810,35
Macedônia,10.9,3502820,35
Magda,8.5,3502830,35
Mairinque,5.2,3502840,35
Mairiporã,5.5,3502850,35
Manduri,6.6,3502860,35
Marabá Paulista,11.9,3502870,35
Maracaí,7.1,3502880,35
Marapoama,7.2,3502885,35
Mariápolis,9.1,3502890,35
Marília,4.0,3502900,35
Marinópolis,8.9,3502910,35
Martinópolis,7.7,3502920,35
Matão,5.6,3502930,35
Mauá,3.9,3502940,35
Mendonça,6.7,3502950,35
Meridiano,9.5,3502960,35
Mesópolis,12.4,3502965,35
Miguelópolis,9.6,3502970,35
Mineiros do Tietê,7.1,3502980,35
Mira Estrela,9.1,3503000,35
Miracatu,9.7,3502990,35
Mirandópolis,7.2,3503010,35
Mirante do Paranapanema,11.7,3503020,35
Mirassol,4.1,3503030,35
Mirassolândia,9.6,3503040,35
Mococa,5.6,3503050,35
Mogi das Cruzes,3.7,3503060,35
Mogi Guaçu,4.4,3503070,35
Mogi Mirim,3.9,3503080,35
Mombuca,8.5,3503090,35
Monções,7.5,3503100,35
Mongaguá,4.0,3503110,35
Monte Alegre do Sul,5.3,3503120,35
Monte Alto,5.4,3503130,35
Monte Aprazível,6.2,3503140,35
Monte Azul Paulista,7.4,3503150,35
Monte Castelo,10.9,3503160,35
Monte Mor,6.8,3503180,35
Monteiro Lobato,9.2,3503170,35
Morro Agudo,8.9,3503190,35
Morungaba,5.3,3503200,35
Motuca,6.5,3503205,35
Murutinga do Sul,6.7,3503210,35
Nantes,14.5,3503215,35
Narandiba,11.0,3503220,35
Natividade da Serra,17.4,3503230,35
Nazaré Paulista,10.7,3503240,35
Neves Paulista,7.8,3503250,35
Nhandeara,6.2,3503260,35
Nipoã,9.0,3503270,35
Nova Aliança,5.3,3503280,35
Nova Campina,11.1,3503282,35
Nova Canaã Paulista,11.6,3503284,35
Nova Castilho,10.1,3503286,35
Nova Europa,7.0,3503290,35
Nova Granada,7.1,3503300,35
Nova Guataporanga,11.0,3503310,35
Nova Independência,7.7,3503320,35
Nova Luzitânia,11.3,3503330,35
Nova Odessa,3.5,3503340,35
Novais,10.4,3503325,35
Novo Horizonte,8.0,3503350,35
Nuporanga,5.7,3503360,35
Ocauçu,9.2,3503370,35
Óleo,6.7,3503380,35
Olímpia,4.9,3503390,35
Onda Verde,7.1,3503400,35
Oriente,6.2,3503410,35
Orindiúva,6.2,3503420,35
Orlândia,5.0,3503430,35
Osasco,3.6,3503440,35
Oscar Bressane,10.6,3503450,35
Osvaldo Cruz,6.0,3503460,35
Ourinhos,4.7,3503470,35
Ouro Verde,13.7,3503480,35
Ouroeste,9.3,3503475,35
Pacaembu,10.4,3503490,35
Palestina,6.9,3503500,35
Palmares Paulista,8.8,3503510,35
Palmeira d'Oeste,9.1,3503520,35
Palmital,4.5,3503530,35
Panorama,8.6,3503540,35
Paraguaçu Paulista,6.4,3503550,35
Paraibuna,8.9,3503560,35
Paraíso,8.7,3503570,35
Paranapanema,8.6,3503580,35
Paranapuã,9.8,3503590,35
Parapuã,7.6,3503600,35
Pardinho,7.4,3503610,35
Pariquera-Açu,6.8,3503620,35
Parisi,9.9,3503625,35
Patrocínio Paulista,6.3,3503630,35
Paulicéia,10.8,3503640,35
Paulínia,3.2,3503650,35
Paulistânia,9.8,3503657,35
Paulo de Faria,9.3,3503660,35
Pederneiras,6.4,3503670,35
Pedra Bela,12.5,3503680,35
Pedranópolis,10.0,3503690,35
Pedregulho,7.2,3503700,35
Pedreira,4.3,3503710,35
Pedrinhas Paulista,7.6,3503715,35
Pedro de Toledo,10.0,3503720,35
Penápolis,5.4,3503730,35
Pereira Barreto,7.9,3503740,35
Pereiras,6.3,3503750,35
Peruíbe,5.9,3503760,35
Piacatu,11.1,3503770,35
Piedade,7.4,3503780,35
Pilar do Sul,7.4,3503790,35
Pindamonhangaba,3.8,3503800,35
Pindorama,7.4,3503810,35
Pinhalzinho,6.8,3503820,35
Piquerobi,12.4,3503830,35
Piquete,5.0,3503850,35
Piracaia,6.9,3503860,35
Piracicaba,2.9,3503870,35
Piraju,7.2,3503880,35
Pirajuí,6.4,3503890,35
Pirangi,7.1,3503900,35
Pirapora do Bom Jesus,5.6,3503910,35
Pirapozinho,6.6,3503920,35
Pirassununga,3.7,3503930,35
Piratininga,5.7,3503940,35
Pitangueiras,7.9,3503950,35
Planalto,9.3,3503960,35
Platina,9.4,3503970,35
Poá,3.1,3503980,35
Poloni,8.6,3503990,35
Pompéia,4.8,3504000,35
Pongaí,9.6,3504010,35
Pontal,10.3,3504020,35
Pontalinda,12.2,3504025,35
Pontes Gestal,12.5,3504030,35
Populina,13.8,3504040,35
Porangaba,7.7,3504050,35
Porto Feliz,5.1,3504060,35
Porto Ferreira,5.0,3504070,35
Potim,4.2,3504075,35
Potirendaba,7.0,3504080,35
Pracinha,12.6,3504085,35
Pradópolis,8.0,3504090,35
Praia Grande,4.0,3504100,35
Pratânia,8.4,3504105,35
Presidente Alves,12.1,3504110,35
Presidente Bernardes,7.6,3504120,35
Presidente Epitácio,6.5,3504130,35
Presidente Prudente,3.7,3504140,35
Presidente Venceslau,7.4,3504150,35
Promissão,5.6,3504160,35
Quadra,10.3,3504165,35
Quatá,8.4,3504170,35
Queiroz,13.8,3504180,35
Queluz,7.2,3504190,35
Quintana,9.3,3504200,35
Rafard,3.9,3504210,35
Rancharia,6.5,3504220,35
Redenção da Serra,9.9,3504230,35
Regente Feijó,7.3,3504240,35
Reginópolis,6.1,3504250,35
Registro,5.4,3504260,35
Restinga,8.6,3504270,35
Ribeira,12.9,3504280,35
Ribeirão Bonito,9.1,3504290,35
Ribeirão Branco,11.4,3504300,35
Ribeirão Corrente,8.4,3504310,35
Ribeirão do Sul,7.5,3504320,35
Ribeirão dos Índios,12.4,3504323,35
Ribeirão Grande,11.8,3504325,35
Ribeirão Pires,3.2,3504330,35
Ribeirão Preto,3.0,3504340,35
Rifaina,7.6,3504360,35
Rincão,6.7,3504370,35
Rinópolis,10.8,3504380,35
Rio Claro,3.3,3504390,35
Rio das Pedras,6.0,3504400,35
Rio Grande da Serra,4.5,3504410,35
Riolândia,12.9,3504420,35
Riversul,13.7,3504350,35
Rosana,7.9,3504425,35
Roseira,5.5,3504430,35
Rubiácea,9.8,3504440,35
Rubinéia,8.8,3504450,35
Sabino,7.2,3504460,35
Sagres,13.0,3504470,35
Sales,9.9,3504480,35
Sales Oliveira,6.0,3504490,35
Salesópolis,8.1,3504500,35
Salmourão,12.3,3504510,35
Saltinho,2.3,3504515,35
Salto,3.8,3504520,35
Salto de Pirapora,5.0,3504530,35
Salto Grande,9.5,3504540,35
Sandovalina,13.0,3504550,35
Santa Adélia,6.5,3504560,35
Santa Albertina,10.2,3504570,35
Santa Bárbara d'Oeste,3.9,3504580,35
Santa Branca,6.8,3504600,35
Santa Clara d'Oeste,9.8,3504610,35
Santa Cruz da Conceição,4.7,3504620,35
Santa Cruz da Esperança,5.8,3504625,35
Santa Cruz das Palmeiras,8.6,3504630,35
Santa Cruz do Rio Pardo,5.1,3504640,35
Santa Ernestina,7.3,3504650,35
Santa Fé do Sul,6.8,3504660,35
Santa Gertrudes,4.2,3504670,35
Santa Isabel,7.1,3504680,35
Santa Lúcia,5.8,3504690,35
Santa Maria da Serra,7.7,3504700,35
Santa Mercedes,10.5,3504710,35
Santa Rita d'Oeste,10.1,3504740,35
Santa Rita do Passa Quatro,4.3,3504750,35
Santa Rosa de Viterbo,4.6,3504760,35
Santa Salete,6.8,3504765,35
Santana da Ponte Pensa,7.9,3504720,35
Santana de Parnaíba,4.1,3504730,35
Santo Anastácio,5.9,3504770,35
Santo André,2.9,3504780,35
Santo Antônio da Alegria,5.6,3504790,35
Santo Antônio de Posse,7.8,3504800,35
Santo Antônio do Aracanguá,8.7,3504805,35
Santo Antônio do Jardim,8.1,3504810,35
Santo Antônio do Pinhal,8.1,3504820,35
Santo Expedito,12.5,3504830,35
Santópolis do Aguapeí,8.0,3504840,35
Santos,2.2,3504850,35
São Bento do Sapucaí,6.8,3504860,35
São Bernardo do Campo,2.9,3504870,35
São Caetano do Sul,1.5,3504880,35
São Carlos,3.4,3504890,35
São Francisco,10.9,3504900,35
São João da Boa Vista,3.8,3504910,35
São João das Duas Pontes,10.6,3504920,35
São João de Iracema,10.8,3504925,35
São João do Pau d'Alho,10.1,3504930,35
São Joaquim da Barra,4.1,3504940,35
São José da Bela Vista,10.3,3504950,35
São José do Barreiro,10.3,3504960,35
São José do Rio Pardo,4.8,3504970,35
São José do Rio Preto,3.0,3504980,35
São José dos Campos,2.9,3504990,35
São Lourenço da Serra,7.8,3504995,35
São Luís do Paraitinga,9.0,3505000,35
São Manuel,5.9,3505010,35
São Miguel Arcanjo,6.8,3505020,35
São Paulo,3.1,3505030,35
São Pedro,4.6,3505040,35
São Pedro do Turvo,8.3,3505050,35
São Roque,4.6,3505060,35
São Sebastião,5.2,3505070,35
São Sebastião da Grama,8.3,3505080,35
São Simão,4.2,3505090,35
São Vicente,4.0,3505100,35
Sarapuí,8.0,3505110,35
Sarutaiá,10.7,3505120,35
Sebastianópolis do Sul,7.1,3505130,35
Serra Azul,7.8,3505140,35
Serra Negra,5.9,3505160,35
Serrana,6.2,3505150,35
Sertãozinho,5.2,3505170,35
Sete Barras,10.8,3505180,35
Severínia,9.0,3505190,35
Silveiras,11.2,3505200,35
Socorro,6.9,3505210,35
Sorocaba,2.9,3505220,35
Sud Mennucci,7.1,3505230,35
Sumaré,4.8,3505240,35
Suzanápolis,12.8,3505255,35
Suzano,4.9,3505250,35
Tabapuã,6.5,3505260,35
Tabatinga,8.7,3505270,35
Taboão da Serra,3.8,3505280,35
Taciba,11.5,3505290,35
Taguaí,8.0,3505300,35
Taiaçu,10.0,3505310,35
Taiúva,8.4,3505320,35
Tambaú,4.4,3505330,35
Tanabi,6.5,3505340,35
Tapiraí,10.5,3505350,35
Tapiratiba,5.9,3505360,35
Taquaral,9.8,3505365,35
Taquaritinga,6.6,3505370,35
Taquarituba,7.8,3505380,35
Taquarivaí,9.9,3505385,35
Tarabai,9.7,3505390,35
Tarumã,8.0,3505395,35
Tatuí,4.4,3505400,35
Taubaté,2.8,3505410,35
Tejupá,14.5,3505420,35
Teodoro Sampaio,8.7,3505430,35
Terra Roxa,6.0,3505440,35
Tietê,4.0,3505450,35
Timburi,9.4,3505460,35
Torre de Pedra,5.0,3505465,35
Torrinha,6.9,3505470,35
Trabiju,7.8,3505475,35
Tremembé,4.2,3505480,35
Três Fronteiras,8.7,3505490,35
Tuiuti,9.2,3505495,35
Tupã,6.2,3505500,35
Tupi Paulista,6.3,3505510,35
Turiúba,11.1,3505520,35
Turmalina,10.9,3505530,35
Ubarana,8.6,3505535,35
Ubatuba,5.8,3505540,35
Ubirajara,8.7,3505550,35
Uchoa,7.5,3505560,35
União Paulista,12.5,3505570,35
Urânia,7.9,3505580,35
Uru,7.2,3505590,35
Urupês,6.7,3505600,35
Valentim Gentil,6.9,3505610,35
Valinhos,3.0,3505620,35
Valparaíso,7.9,3505630,35
Vargem,10.3,3505635,35
Vargem Grande do Sul,5.2,3505640,35
Vargem Grande Paulista,5.6,3505645,35
Várzea Paulista,4.8,3505650,35
Vera Cruz,7.5,3505660,35
Vinhedo,2.8,3505670,35
Viradouro,6.2,3505680,35
Vista Alegre do Alto,8.1,3505690,35
Vitória Brasil,13.3,3505695,35
Votorantim,3.5,3505700,35
Votuporanga,5.1,3505710,35
Zacarias,7.0,3505715,35
Abatiá,16.4,4100010,41
Adrianópolis,15.9,4100020,41
Agudos do Sul,8.2,4100030,41
Almirante Tamandaré,5.8,4100040,41
Altamira do Paraná,18.1,4100045,41
Alto Paraíso,15.8,4102862,41
Alto Paraná,10.0,4100060,41
Alto Piquiri,13.1,4100070,41
Altônia,11.1,4100050,41
Alvorada do Sul,10.4,4100080,41
Amaporã,12.6,4100090,41
Ampére,7.1,4100100,41
Anahy,12.3,4100105,41
Andirá,10.6,4100110,41
Ângulo,11.4,4100115,41
Antonina,8.2,4100120,41
Antônio Olinto,5.8,4100130,41
Apucarana,6.1,4100140,41
Arapongas,4.6,4100150,41
Arapoti,7.3,4100160,41
Arapuã,16.1,4100165,41
Araruna,9.8,4100170,41
Araucária,3.2,4100180,41
Ariranha do Ivaí,15.4,4100185,41
Assaí,9.3,4100190,41
Assis Chateaubriand,8.1,4100200,41
Astorga,7.3,4100210,41
Atalaia,10.0,4100220,41
Balsa Nova,3.6,4100230,41
Bandeirantes,9.5,4100240,41
Barbosa Ferraz,15.4,4100250,41
Barra do Jacaré,10.7,4100270,41
Barracão,7.9,4100260,41
Bela Vista da Caroba,14.0,4100275,41
Bela Vista do Paraíso,10.6,4100280,41
Bituruna,7.9,4100290,41
Boa Esperança,14.1,4100300,41
Boa Esperança do Iguaçu,8.5,4100302,41
Boa Ventura de São Roque,12.8,4100304,41
Boa Vista da Aparecida,14.8,4100305,41
Bocaiúva do Sul,8.3,4100310,41
Bom Jesus do Sul,9.4,4100315,41
Bom Sucesso,12.8,4100320,41
Bom Sucesso do Sul,1.9,4100322,41
Borrazópolis,11.8,4100330,41
Braganey,14.3,4100335,41
Brasilândia do Sul,16.8,4100337,41
Cafeara,16.9,4100340,41
Cafelândia,4.4,4100345,41
Cafezal do Sul,15.4,4100347,41
Califórnia,7.8,4100350,41
Cambará,7.7,4100360,41
Cambé,6.2,4100370,41
Cambira,8.7,4100380,41
Campina da Lagoa,12.3,4100390,41
Campina do Simão,11.1,4100395,41
Campina Grande do Sul,5.3,4100400,41
Campo Bonito,11.6,4100405,41
Campo do Tenente,8.8,4100410,41
Campo Largo,4.7,4100420,41
Campo Magro,6.6,4100425,41
Campo Mourão,7.0,4100430,41
Cândido de Abreu,17.8,4100440,41
Candói,8.9,4100442,41
Cantagalo,8.5,4100445,41
Capanema,6.8,4100450,41
Capitão Leônidas Marques,8.7,4100460,41
Carambeí,5.3,4100465,41
Carlópolis,7.7,4100470,41
Cascavel,4.0,4100480,41
Castro,7.7,4100490,41
Catanduvas,15.0,4100500,41
Centenário do Sul,13.0,4100510,41
Cerro Azul,17.8,4100520,41
Céu Azul,5.8,4100530,41
Chopinzinho,7.8,4100540,41
Cianorte,5.1,4100550,41
Cidade Gaúcha,12.2,4100560,41
Clevelândia,11.8,4100570,41
Colombo,4.6,4100580,41
Colorado,7.2,4100590,41
Congonhinhas,17.8,4100600,41
Conselheiro Mairinck,9.9,4100610,41
Contenda,5.7,4100620,41
Corbélia,6.1,4100630,41
Cornélio Procópio,6.4,4100640,41
Coronel Domingos Soares,10.0,4100645,41
Coronel Vivida,7.0,4100650,41
Corumbataí do Sul,19.4,4100655,41
Cruz Machado,4.9,4100680,41
Cruzeiro do Iguaçu,13.9,4100657,41
Cruzeiro do Oeste,13.1,4100660,41
Cruzeiro do Sul,10.3,4100670,41
Cruzmaltina,15.8,4100685,41
Curitiba,2.1,4100690,41
Curiúva,12.8,4100700,41
Diamante D'Oeste,14.6,4100715,41
Diamante do Norte,11.8,4100710,41
Diamante do Sul,18.7,4100712,41
Dois Vizinhos,5.9,4100720,41
Douradina,9.3,4100725,41
Doutor Camargo,7.9,4100730,41
Doutor Ulysses,16.5,4102863,41
Enéas Marques,8.5,4100740,41
Engenheiro Beltrão,9.5,4100750,41
Entre Rios do Oeste,3.0,4100753,41
Esperança Nova,12.1,4100752,41
Espigão Alto do Iguaçu,13.8,4100754,41
Farol,14.9,4100755,41
Faxinal,13.6,4100760,41
Fazenda Rio Grande,4.3,4100765,41
Fênix,13.6,4100770,41
Fernandes Pinheiro,10.5,4100773,41
Figueira,13.6,4100775,41
Flor da Serra do Sul,10.9,4100785,41
Floraí,8.3,4100780,41
Floresta,7.1,4100790,41
Florestópolis,12.0,4100800,41
Flórida,9.9,4100810,41
Formosa do Oeste,10.3,4100820,41
Foz do Iguaçu,5.6,4100830,41
Foz do Jordão,10.2,4100845,41
Francisco Alves,16.6,4100832,41
Francisco Beltrão,5.2,4100840,41
General Carneiro,10.5,4100850,41
Godoy Moreira,15.7,4100855,41
Goioerê,9.1,4100860,41
Goioxim,13.1,4100865,41
Grandes Rios,17.2,4100870,41
Guaíra,9.8,4100880,41
Guairaçá,14.1,4100890,41
Guamiranga,6.4,4100895,41
Guapirama,13.2,4100900,41
Guaporema,12.6,4100910,41
Guaraci,11.4,4100920,41
Guaraniaçu,11.0,4100930,41
Guarapuava,5.8,4100940,41
Guaraqueçaba,15.7,4100950,41
Guaratuba,6.7,4100960,41
Honório Serpa,9.4,4100965,41
Ibaiti,11.9,4100970,41
Ibema,12.0,4100975,41
Ibiporã,7.2,4100980,41
Icaraíma,12.3,4100990,41
Iguaraçu,8.2,4101000,41
Iguatu,12.8,4101005,41
Imbaú,17.2,4101007,41
Imbituva,7.1,4101010,41
Inácio Martins,10.2,4101020,41
Inajá,14.4,4101030,41
Indianópolis,9.8,4101040,41
Ipiranga,7.5,4101050,41
Iporã,10.6,4101060,41
Iracema do Oeste,13.3,4101065,41
Irati,4.6,4101070,41
Iretama,16.6,4101080,41
Itaguajé,11.4,4101090,41
Itaipulândia,7.3,4101095,41
Itambaracá,15.9,4101100,41
Itambé,12.8,4101110,41
Itapejara d'Oeste,6.7,4101120,41
Itaperuçu,10.8,4101125,41
Itaúna do Sul,18.9,4101130,41
Ivaí,7.8,4101140,41
Ivaiporã,10.6,4101150,41
Ivaté,10.4,4101155,41
Ivatuba,7.9,4101160,41
Jaboti,12.2,4101170,41
Jacarezinho,8.1,4101180,41
Jaguapitã,10.4,4101190,41
Jaguariaíva,7.1,4101200,41
Jandaia do Sul,6.5,4101210,41
Janiópolis,17.4,4101220,41
Japira,12.0,4101230,41
Japurá,8.2,4101240,41
Jardim Alegre,15.9,4101250,41
Jardim Olinda,11.6,4101260,41
Jataizinho,10.9,4101270,41
Jesuítas,10.8,4101275,41
Joaquim Távora,8.1,4101280,41
Jundiaí do Sul,15.1,4101290,41
Juranda,11.3,4101295,41
Jussara,7.5,4101300,41
Kaloré,9.9,4101310,41
Lapa,5.3,4101320,41
Laranjal,18.0,4101325,41
Laranjeiras do Sul,8.6,4101330,41
Leópolis,11.9,4101340,41
Lidianópolis,17.7,4101342,41
Lindoeste,13.5,4101345,41
Loanda,7.3,4101350,41
Lobato,10.7,4101360,41
Londrina,4.2,4101370,41
Luiziana,15.6,4101373,41
Lunardelli,14.5,4101375,41
Lupionópolis,10.3,4101380,41
Mallet,2.4,4101390,41
Mamborê,10.8,4101400,41
Mandaguaçu,7.9,4101410,41
Mandaguari,8.0,4101420,41
Mandirituba,6.0,4101430,41
Manfrinópolis,12.2,4101435,41
Mangueirinha,8.8,4101440,41
Manoel Ribas,13.3,4101450,41
Marechal Cândido Rondon,4.2,4101460,41
Maria Helena,15.0,4101470,41
Marialva,6.6,4101480,41
Marilândia do Sul,11.7,4101490,41
Marilena,12.4,4101500,41
Mariluz,17.6,4101510,41
Maringá,3.0,4101520,41
Mariópolis,7.8,4101530,41
Maripá,3.1,4101535,41
Marmeleiro,7.6,4101540,41
Marquinho,13.6,4101545,41
Marumbi,13.3,4101550,41
Matelândia,6.2,4101560,41
Matinhos,4.3,4101570,41
Mato Rico,19.2,4101573,41
Mauá da Serra,12.2,4101575,41
Medianeira,6.0,4101580,41
Mercedes,3.8,4101585,41
Mirador,14.2,4101590,41
Miraselva,9.3,4101600,41
Missal,5.5,4101605,41
Moreira Sales,14.9,4101610,41
Morretes,6.6,4101620,41
Munhoz de Melo,10.4,4101630,41
Nossa Senhora das Graças,11.7,4101640,41
Nova Aliança do Ivaí,10.3,4101650,41
Nova América da Colina,13.0,4101660,41
Nova Aurora,5.1,4101670,41
Nova Cantu,18.3,4101680,41
Nova Esperança,9.3,4101690,41
Nova Esperança do Sudoeste,9.4,4101695,41
Nova Fátima,14.7,4101700,41
Nova Laranjeiras,12.8,4101705,41
Nova Londrina,8.4,4101710,41
Nova Olímpia,13.0,4101720,41
Nova Prata do Iguaçu,9.8,4101725,41
Nova Santa Bárbara,15.9,4101721,41
Nova Santa Rosa,2.6,4101722,41
Nova Tebas,17.2,4101727,41
Novo Itacolomi,10.1,4101729,41
Ortigueira,19.5,4101730,41
Ourizona,10.3,4101740,41
Ouro Verde do Oeste,10.8,4101745,41
Paiçandu,8.5,4101750,41
Palmas,9.2,4101760,41
Palmeira,4.1,4101770,41
Palmital,16.0,4101780,41
Palotina,6.3,4101790,41
Paraíso do Norte,9.2,4101800,41
Paranacity,10.5,4101810,41
Paranaguá,3.6,4101820,41
Paranapoema,13.4,4101830,41
Paranavaí,6.2,4101840,41
Pato Bragado,3.4,4101845,41
Pato Branco,4.2,4101850,41
Paula Freitas,5.0,4101860,41
Paulo Frontin,3.2,4101870,41
Peabiru,9.8,4101880,41
Perobal,11.3,4101885,41
Pérola,8.6,4101890,41
Pérola d'Oeste,9.2,4101900,41
Piên,3.8,4101910,41
Pinhais,2.9,4101915,41
Pinhal de São Bento,9.1,4101925,41
Pinhalão,11.8,4101920,41
Pinhão,11.7,4101930,41
Piraí do Sul,6.0,4101940,41
Piraquara,5.3,4101950,41
Pitanga,9.9,4101960,41
Pitangueiras,11.6,4101965,41
Planaltina do Paraná,11.7,4101970,41
Planalto,9.4,4101980,41
Ponta Grossa,3.6,4101990,41
Pontal do Paraná,4.8,4101995,41
Porecatu,9.0,4102000,41
Porto Amazonas,6.2,4102010,41
Porto Barreiro,9.1,4102015,41
Porto Rico,11.8,4102020,41
Porto Vitória,5.6,4102030,41
Prado Ferreira,12.6,4102033,41
Pranchita,9.3,4102035,41
Presidente Castelo Branco,11.3,4102040,41
Primeiro de Maio,9.6,4102050,41
Prudentópolis,6.7,4102060,41
Quarto Centenário,14.0,4102065,41
Quatiguá,10.0,4102070,41
Quatro Barras,4.4,4102080,41
Quatro Pontes,1.5,4102085,41
Quedas do Iguaçu,10.2,4102090,41
Querência do Norte,14.9,4102100,41
Quinta do Sol,16.8,4102110,41
Quitandinha,6.8,4102120,41
Ramilândia,14.8,4102125,41
Rancho Alegre,9.9,4102130,41
Rancho Alegre D'Oeste,14.9,4102135,41
Realeza,7.7,4102140,41
Rebouças,6.6,4102150,41
Renascença,9.4,4102160,41
Reserva,14.2,4102170,41
Reserva do Iguaçu,11.2,4102175,41
Ribeirão Claro,6.0,4102180,41
Ribeirão do Pinhal,14.2,4102190,41
Rio Azul,3.5,4102200,41
Rio Bom,7.9,4102210,41
Rio Bonito do Iguaçu,11.4,4102215,41
Rio Branco do Ivaí,14.5,4102217,41
Rio Branco do Sul,9.9,4102220,41
Rio Negro,3.8,4102230,41
Rolândia,6.2,4102240,41
Roncador,15.0,4102250,41
Rondon,10.4,4102260,41
Rosário do Ivaí,18.0,4102265,41
Sabáudia,9.4,4102270,41
Salgado Filho,11.6,4102280,41
Salto do Itararé,15.0,4102290,41
Salto do Lontra,9.0,4102300,41
Santa Amélia,10.8,4102310,41
Santa Cecília do Pavão,16.8,4102320,41
Santa Cruz de Monte Castelo,13.3,4102330,41
Santa Fé,9.1,4102340,41
Santa Helena,7.5,4102350,41
Santa Inês,12.2,4102360,41
Santa Isabel do Ivaí,13.2,4102370,41
Santa Izabel do Oeste,10.8,4102380,41
Santa Lúcia,13.1,4102382,41
Santa Maria do Oeste,15.3,4102385,41
Santa Mariana,13.5,4102390,41
Santa Mônica,12.2,4102395,41
Santa Tereza do Oeste,7.4,4102402,41
Santa Terezinha de Itaipu,6.6,4102405,41
Santana do Itararé,15.4,4102400,41
Santo Antônio da Platina,9.8,4102410,41
Santo Antônio do Caiuá,13.3,4102420,41
Santo Antônio do Paraíso,13.3,4102430,41
Santo Antônio do Sudoeste,11.1,4102440,41
Santo Inácio,8.7,4102450,41
São Carlos do Ivaí,11.2,4102460,41
São Jerônimo da Serra,17.2,4102470,41
São João,7.7,4102480,41
São João do Caiuá,13.7,4102490,41
São João do Ivaí,15.6,4102500,41
São João do Triunfo,6.6,4102510,41
São Jorge d'Oeste,7.5,4102520,41
São Jorge do Ivaí,8.7,4102530,41
São Jorge do Patrocínio,15.1,4102535,41
São José da Boa Vista,11.2,4102540,41
São José das Palmeiras,13.6,4102545,41
São José dos Pinhais,3.3,4102550,41
São Manoel do Paraná,13.8,4102555,41
São Mateus do Sul,3.3,4102560,41
São Miguel do Iguaçu,7.7,4102570,41
São Pedro do Iguaçu,12.3,4102575,41
São Pedro do Ivaí,11.2,4102580,41
São Pedro do Paraná,12.2,4102590,41
São Sebastião da Amoreira,13.1,4102600,41
São Tomé,7.9,4102610,41
Sapopema,17.1,4102620,41
Sarandi,7.3,4102625,41
Saudade do Iguaçu,8.1,4102627,41
Sengés,9.6,4102630,41
Serranópolis do Iguaçu,3.7,4102635,41
Sertaneja,8.5,4102640,41
Sertanópolis,7.3,4102650,41
Siqueira Campos,9.8,4102660,41
Sulina,10.1,4102665,41
Tamarana,15.5,4102667,41
Tamboara,11.3,4102670,41
Tapejara,11.8,4102680,41
Tapira,12.5,4102690,41
Teixeira Soares,4.9,4102700,41
Telêmaco Borba,7.1,4102710,41
Terra Boa,8.7,4102720,41
